,Unnamed: 0,track_name,song_id,artist_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0,0,Take Me To Church,7dS5EaCoMnN7DzlpT6aRn2,Hozier,2FXC3k01G6Gw61bmprjgqS,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,spotify:track:7dS5EaCoMnN7DzlpT6aRn2,https://api.spotify.com/v1/tracks/7dS5EaCoMnN7DzlpT6aRn2,https://api.spotify.com/v1/audio-analysis/7dS5EaCoMnN7DzlpT6aRn2,241688,4,1
1,1,Cooler Than Me - Single Mix,2V4bv1fNWfTcyRJKmej6Sj,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,https://api.spotify.com/v1/tracks/2V4bv1fNWfTcyRJKmej6Sj,https://api.spotify.com/v1/audio-analysis/2V4bv1fNWfTcyRJKmej6Sj,213293,4,1
2,3,Cooler Than Me - Single Mix,2V4bv1fNWfTcyRJKmej6Sj,Gigamesh,1Bo8Afb2Qbjs4x6kJHyjle,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,https://api.spotify.com/v1/tracks/2V4bv1fNWfTcyRJKmej6Sj,https://api.spotify.com/v1/audio-analysis/2V4bv1fNWfTcyRJKmej6Sj,213293,4,1
3,5,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,2
4,7,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,2
5,9,Pompeii,3gbBpTdY8lnQwqxNCcf795,Bastille,7EQ0qTo7fWT7DPxmxtSYEc,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,spotify:track:3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/tracks/3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/audio-analysis/3gbBpTdY8lnQwqxNCcf795,214148,4,1
6,10,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,Shakira,0EmeFodog0BfCgMzAIvKQp,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,218093,4,1
7,12,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,Wyclef Jean,7aBzpmFXB4WWpPl2F7RjBe,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,218093,4,1
8,14,Hall of Fame (feat. will.i.am),7wMq5n8mYSKlQIGECKUgTX,The Script,3AQRLZ9PuTAozP28Skbq8V,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,spotify:track:7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/tracks/7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/audio-analysis/7wMq5n8mYSKlQIGECKUgTX,202533,4,1
9,16,Hall of Fame (feat. will.i.am),7wMq5n8mYSKlQIGECKUgTX,will.i.am,085pc2PYOi8bGKj0PNjekA,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,spotify:track:7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/tracks/7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/audio-analysis/7wMq5n8mYSKlQIGECKUgTX,202533,4,1
10,18,Back Where I Belong (feat. Avicii),78W8wiUIlQ2SnWY9TVowKZ,Otto Knows,5fahUm8t5c0GIdeTq0ZaG8,0.497,0.865,0,-3.19,1,0.0644,0.0306,0.0679,0.443,0.595,125.96,spotify:track:78W8wiUIlQ2SnWY9TVowKZ,https://api.spotify.com/v1/tracks/78W8wiUIlQ2SnWY9TVowKZ,https://api.spotify.com/v1/audio-analysis/78W8wiUIlQ2SnWY9TVowKZ,174203,4,1
11,20,Back Where I Belong (feat. Avicii),78W8wiUIlQ2SnWY9TVowKZ,Avicii,1vCWHaC5f2uS3yhpwWbIA6,0.497,0.865,0,-3.19,1,0.0644,0.0306,0.0679,0.443,0.595,125.96,spotify:track:78W8wiUIlQ2SnWY9TVowKZ,https://api.spotify.com/v1/tracks/78W8wiUIlQ2SnWY9TVowKZ,https://api.spotify.com/v1/audio-analysis/78W8wiUIlQ2SnWY9TVowKZ,174203,4,1
12,22,The Heart Wants What It Wants,2jcPoPin36hyNRSi4ZsqeB,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,spotify:track:2jcPoPin36hyNRSi4ZsqeB,https://api.spotify.com/v1/tracks/2jcPoPin36hyNRSi4ZsqeB,https://api.spotify.com/v1/audio-analysis/2jcPoPin36hyNRSi4ZsqeB,227373,4,1
13,23,Dynamite,2CEgGE6aESpnmtfiZwYlbV,Taio Cruz,6MF9fzBmfXghAz953czmBC,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,spotify:track:2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/tracks/2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/audio-analysis/2CEgGE6aESpnmtfiZwYlbV,202613,4,1
14,24,Bumpy Ride,0tBRo4P60DgKmg4jt48upm,Mohombi,37GUqxafAvAKGMZbXCUnmr,0.709,0.854,0,-4.447,0,0.0399,0.047,0.0,0.0724,0.826,105.074,spotify:track:0tBRo4P60DgKmg4jt48upm,https://api.spotify.com/v1/tracks/0tBRo4P60DgKmg4jt48upm,https://api.spotify.com/v1/audio-analysis/0tBRo4P60DgKmg4jt48upm,224402,4,1
15,25,Danza Kuduro (feat. Don Omar),1kAZhbcsXqfUjnVeqPywn2,Lucenzo,5bv5RplEOwdCvhq0EILh9E,0.706,0.89,0,-6.575,1,0.0847,0.0855,0.0,0.0465,0.896,130.051,spotify:track:1kAZhbcsXqfUjnVeqPywn2,https://api.spotify.com/v1/tracks/1kAZhbcsXqfUjnVeqPywn2,https://api.spotify.com/v1/audio-analysis/1kAZhbcsXqfUjnVeqPywn2,202347,4,1
16,27,Danza Kuduro (feat. Don Omar),1kAZhbcsXqfUjnVeqPywn2,Don Omar,33ScadVnbm2X8kkUqOkC6Z,0.706,0.89,0,-6.575,1,0.0847,0.0855,0.0,0.0465,0.896,130.051,spotify:track:1kAZhbcsXqfUjnVeqPywn2,https://api.spotify.com/v1/tracks/1kAZhbcsXqfUjnVeqPywn2,https://api.spotify.com/v1/audio-analysis/1kAZhbcsXqfUjnVeqPywn2,202347,4,1
17,29,Syypää sun hymyyn (feat. Yasmine Yamajako),2N2QvMYwyYHE8V4KZbbG4i,Cheek,5ZZqIQ25HQmufjjf2trwFO,0.472,0.815,9,-4.002,0,0.319,0.171,0.0,0.265,0.81,98.017,spotify:track:2N2QvMYwyYHE8V4KZbbG4i,https://api.spotify.com/v1/tracks/2N2QvMYwyYHE8V4KZbbG4i,https://api.spotify.com/v1/audio-analysis/2N2QvMYwyYHE8V4KZbbG4i,230413,4,1
18,31,Syypää sun hymyyn (feat. Yasmine Yamajako),2N2QvMYwyYHE8V4KZbbG4i,Yasmine Yamajako,5TZMaBvTPuICA1EQAWjKWZ,0.472,0.815,9,-4.002,0,0.319,0.171,0.0,0.265,0.81,98.017,spotify:track:2N2QvMYwyYHE8V4KZbbG4i,https://api.spotify.com/v1/tracks/2N2QvMYwyYHE8V4KZbbG4i,https://api.spotify.com/v1/audio-analysis/2N2QvMYwyYHE8V4KZbbG4i,230413,4,1
19,33,Whistle,0ltBH1JNzSvQJPjJpvTu9B,Flo Rida,0jnsk9HBra6NMjO2oANoPY,0.754,0.933,0,-5.786,1,0.0448,0.0199,0.0,0.297,0.75,103.992,spotify:track:0ltBH1JNzSvQJPjJpvTu9B,https://api.spotify.com/v1/tracks/0ltBH1JNzSvQJPjJpvTu9B,https://api.spotify.com/v1/audio-analysis/0ltBH1JNzSvQJPjJpvTu9B,225000,4,1
20,34,Girlfriend,5HbCnVLXRyZVxnreOPgJCK,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,spotify:track:5HbCnVLXRyZVxnreOPgJCK,https://api.spotify.com/v1/tracks/5HbCnVLXRyZVxnreOPgJCK,https://api.spotify.com/v1/audio-analysis/5HbCnVLXRyZVxnreOPgJCK,216600,4,1
21,35,Baby,4NFhtFE68cXUrfbne8JE2c,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,0.463,0.854,8,-5.386,1,0.32,0.0428,0.0,0.0922,0.567,65.038,spotify:track:4NFhtFE68cXUrfbne8JE2c,https://api.spotify.com/v1/tracks/4NFhtFE68cXUrfbne8JE2c,https://api.spotify.com/v1/audio-analysis/4NFhtFE68cXUrfbne8JE2c,216520,4,1
22,37,Baby,4NFhtFE68cXUrfbne8JE2c,Ludacris,3ipn9JLAPI5GUEo4y4jcoi,0.463,0.854,8,-5.386,1,0.32,0.0428,0.0,0.0922,0.567,65.038,spotify:track:4NFhtFE68cXUrfbne8JE2c,https://api.spotify.com/v1/tracks/4NFhtFE68cXUrfbne8JE2c,https://api.spotify.com/v1/audio-analysis/4NFhtFE68cXUrfbne8JE2c,216520,4,1
23,39,I Cry,5HE3z4Ew7wZ91l3ZOpGKa4,Flo Rida,0jnsk9HBra6NMjO2oANoPY,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,spotify:track:5HE3z4Ew7wZ91l3ZOpGKa4,https://api.spotify.com/v1/tracks/5HE3z4Ew7wZ91l3ZOpGKa4,https://api.spotify.com/v1/audio-analysis/5HE3z4Ew7wZ91l3ZOpGKa4,223800,4,1
24,40,Coconut Tree,5L9THbmMKB6ZlHlMgzaXHf,Mohombi,37GUqxafAvAKGMZbXCUnmr,0.687,0.855,7,-5.341,0,0.0416,0.0486,0.0,0.233,0.647,130.029,spotify:track:5L9THbmMKB6ZlHlMgzaXHf,https://api.spotify.com/v1/tracks/5L9THbmMKB6ZlHlMgzaXHf,https://api.spotify.com/v1/audio-analysis/5L9THbmMKB6ZlHlMgzaXHf,218373,4,1
25,42,Coconut Tree,5L9THbmMKB6ZlHlMgzaXHf,Nicole Scherzinger,40xbWSB4JPdOkRyuTDy1oP,0.687,0.855,7,-5.341,0,0.0416,0.0486,0.0,0.233,0.647,130.029,spotify:track:5L9THbmMKB6ZlHlMgzaXHf,https://api.spotify.com/v1/tracks/5L9THbmMKB6ZlHlMgzaXHf,https://api.spotify.com/v1/audio-analysis/5L9THbmMKB6ZlHlMgzaXHf,218373,4,1
26,44,One Less Lonely Girl,7qUcqYzOtfZe65bednDxmz,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,0.58,0.75,4,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938,spotify:track:7qUcqYzOtfZe65bednDxmz,https://api.spotify.com/v1/tracks/7qUcqYzOtfZe65bednDxmz,https://api.spotify.com/v1/audio-analysis/7qUcqYzOtfZe65bednDxmz,229107,4,1
27,45,Romeo ja Julia (feat. Sophie),0seHreoI3kwp38OlEgLLnT,Pikku G,52k2KcEXIZTnYD2EpOoJiZ,0.695,0.628,11,-6.498,0,0.0442,0.0539,0.0,0.32,0.529,144.114,spotify:track:0seHreoI3kwp38OlEgLLnT,https://api.spotify.com/v1/tracks/0seHreoI3kwp38OlEgLLnT,https://api.spotify.com/v1/audio-analysis/0seHreoI3kwp38OlEgLLnT,236200,4,1
28,47,Romeo ja Julia (feat. Sophie),0seHreoI3kwp38OlEgLLnT,Sophie,4wDc5abr4uJzIxIUWpBlMx,0.695,0.628,11,-6.498,0,0.0442,0.0539,0.0,0.32,0.529,144.114,spotify:track:0seHreoI3kwp38OlEgLLnT,https://api.spotify.com/v1/tracks/0seHreoI3kwp38OlEgLLnT,https://api.spotify.com/v1/audio-analysis/0seHreoI3kwp38OlEgLLnT,236200,4,1
29,49,Don't You Worry Child - Radio Edit,5DcPOPPUnNhyPYbTi2aWjR,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,0.608,0.828,2,-3.597,1,0.051,0.125,0.0,0.113,0.484,128.919,spotify:track:5DcPOPPUnNhyPYbTi2aWjR,https://api.spotify.com/v1/tracks/5DcPOPPUnNhyPYbTi2aWjR,https://api.spotify.com/v1/audio-analysis/5DcPOPPUnNhyPYbTi2aWjR,212841,4,1
30,51,Don't You Worry Child - Radio Edit,5DcPOPPUnNhyPYbTi2aWjR,John Martin,2auikkNYqigWStoHWK1Grq,0.608,0.828,2,-3.597,1,0.051,0.125,0.0,0.113,0.484,128.919,spotify:track:5DcPOPPUnNhyPYbTi2aWjR,https://api.spotify.com/v1/tracks/5DcPOPPUnNhyPYbTi2aWjR,https://api.spotify.com/v1/audio-analysis/5DcPOPPUnNhyPYbTi2aWjR,212841,4,1
31,53,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4,1
32,57,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,Macklemore,3JhNCzhSMTxs9WLGJJxWOY,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4,1
33,61,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,Ryan Lewis,4myTppRgh0rojLxx8RycOp,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4,1
34,65,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4,1
35,69,She Wolf (Falling to Pieces) [feat. Sia],1HfPcQ3c2HyGeID3u1lmCa,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,0.491,0.857,7,-2.634,1,0.0656,0.0834,7.57e-06,0.344,0.395,129.971,spotify:track:1HfPcQ3c2HyGeID3u1lmCa,https://api.spotify.com/v1/tracks/1HfPcQ3c2HyGeID3u1lmCa,https://api.spotify.com/v1/audio-analysis/1HfPcQ3c2HyGeID3u1lmCa,222500,4,1
36,71,She Wolf (Falling to Pieces) [feat. Sia],1HfPcQ3c2HyGeID3u1lmCa,Sia,5WUlDfRSoLAfcVSX1WnrxN,0.491,0.857,7,-2.634,1,0.0656,0.0834,7.57e-06,0.344,0.395,129.971,spotify:track:1HfPcQ3c2HyGeID3u1lmCa,https://api.spotify.com/v1/tracks/1HfPcQ3c2HyGeID3u1lmCa,https://api.spotify.com/v1/audio-analysis/1HfPcQ3c2HyGeID3u1lmCa,222500,4,1
37,73,Radioactive,6Ep6BzIOB9tz3P4sWqiiAB,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,0.473,0.777,9,-3.698,1,0.059,0.119,7.87e-05,0.671,0.21,136.249,spotify:track:6Ep6BzIOB9tz3P4sWqiiAB,https://api.spotify.com/v1/tracks/6Ep6BzIOB9tz3P4sWqiiAB,https://api.spotify.com/v1/audio-analysis/6Ep6BzIOB9tz3P4sWqiiAB,186813,4,1
38,74,Whistle,3bC1ahPIYt1btJzSSEyyrF,Flo Rida,0jnsk9HBra6NMjO2oANoPY,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,spotify:track:3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/tracks/3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/audio-analysis/3bC1ahPIYt1btJzSSEyyrF,224653,4,1
39,75,I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,Calvin Harris,7CajNmpbOovFoOoasH2HaY,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,spotify:track:05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/audio-analysis/05SBRd4fXgn8FX7bf8BCAE,234507,4,1
40,77,I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,spotify:track:05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/audio-analysis/05SBRd4fXgn8FX7bf8BCAE,234507,4,1
41,79,Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,Pitbull,0TnOYISbd1XYRBk9myaseg,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,204160,4,1
42,81,Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,Kesha,6LqNN22kT3074XbTVUrhzX,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,204160,4,1
43,83,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,will.i.am,085pc2PYOi8bGKj0PNjekA,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400,4,1
44,85,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,Britney Spears,26dSoYclwsYLMAKD3tpOr4,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400,4,1
45,87,Wake Me Up - Radio Edit,6g1NlCpW7fgqDnWbCCDrHl,Avicii,1vCWHaC5f2uS3yhpwWbIA6,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,spotify:track:6g1NlCpW7fgqDnWbCCDrHl,https://api.spotify.com/v1/tracks/6g1NlCpW7fgqDnWbCCDrHl,https://api.spotify.com/v1/audio-analysis/6g1NlCpW7fgqDnWbCCDrHl,247427,4,1
46,88,Thrift Shop (feat. Wanz),4YMqbFcDIFiCBd02PzUBcM,Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,spotify:track:4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/tracks/4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/audio-analysis/4YMqbFcDIFiCBd02PzUBcM,235613,4,1
47,90,Thrift Shop (feat. Wanz),4YMqbFcDIFiCBd02PzUBcM,Wanz,56xTxG4nQMAs1GW9kvn0uA,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,spotify:track:4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/tracks/4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/audio-analysis/4YMqbFcDIFiCBd02PzUBcM,235613,4,1
48,92,Play Hard (feat. Ne-Yo & Akon),5YPMEOJ58kfl56VHxTgwx3,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,spotify:track:5YPMEOJ58kfl56VHxTgwx3,https://api.spotify.com/v1/tracks/5YPMEOJ58kfl56VHxTgwx3,https://api.spotify.com/v1/audio-analysis/5YPMEOJ58kfl56VHxTgwx3,201000,4,1
49,95,Play Hard (feat. Ne-Yo & Akon),5YPMEOJ58kfl56VHxTgwx3,Ne-Yo,21E3waRsmPlU7jZsS13rcj,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,spotify:track:5YPMEOJ58kfl56VHxTgwx3,https://api.spotify.com/v1/tracks/5YPMEOJ58kfl56VHxTgwx3,https://api.spotify.com/v1/audio-analysis/5YPMEOJ58kfl56VHxTgwx3,201000,4,1
50,98,Play Hard (feat. Ne-Yo & Akon),5YPMEOJ58kfl56VHxTgwx3,Akon,0z4gvV4rjIZ9wHck67ucSV,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,spotify:track:5YPMEOJ58kfl56VHxTgwx3,https://api.spotify.com/v1/tracks/5YPMEOJ58kfl56VHxTgwx3,https://api.spotify.com/v1/audio-analysis/5YPMEOJ58kfl56VHxTgwx3,201000,4,1
51,101,Superheroes,37sINbJZcFdHFAsVNsPq1i,The Script,3AQRLZ9PuTAozP28Skbq8V,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,spotify:track:37sINbJZcFdHFAsVNsPq1i,https://api.spotify.com/v1/tracks/37sINbJZcFdHFAsVNsPq1i,https://api.spotify.com/v1/audio-analysis/37sINbJZcFdHFAsVNsPq1i,245467,4,1
52,102,I Cry,3zrYNl1aMdFrQkcOjKVr5u,Flo Rida,0jnsk9HBra6NMjO2oANoPY,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,spotify:track:3zrYNl1aMdFrQkcOjKVr5u,https://api.spotify.com/v1/tracks/3zrYNl1aMdFrQkcOjKVr5u,https://api.spotify.com/v1/audio-analysis/3zrYNl1aMdFrQkcOjKVr5u,223800,4,1
53,103,Counting Stars,1QzFhzIOW7CyRJLpmq5CM0,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,0.663,0.705,1,-4.972,0,0.0385,0.0654,0.0,0.117,0.477,122.014,spotify:track:1QzFhzIOW7CyRJLpmq5CM0,https://api.spotify.com/v1/tracks/1QzFhzIOW7CyRJLpmq5CM0,https://api.spotify.com/v1/audio-analysis/1QzFhzIOW7CyRJLpmq5CM0,257387,4,1
54,104,Gangnam Style (강남스타일),1R2SZUOGJqqBiLuvwKOT2Y,PSY,2dd5mrQZvg6SmahdgVKDzh,0.727,0.938,11,-2.872,0,0.288,0.00432,0.0,0.0911,0.757,132.077,spotify:track:1R2SZUOGJqqBiLuvwKOT2Y,https://api.spotify.com/v1/tracks/1R2SZUOGJqqBiLuvwKOT2Y,https://api.spotify.com/v1/audio-analysis/1R2SZUOGJqqBiLuvwKOT2Y,219493,4,1
55,105,Feel This Moment (feat. Christina Aguilera),4yOn1TEcfsKHUJCL2h1r8I,Pitbull,0TnOYISbd1XYRBk9myaseg,0.668,0.758,7,-3.589,1,0.158,0.0338,0.0,0.204,0.531,135.958,spotify:track:4yOn1TEcfsKHUJCL2h1r8I,https://api.spotify.com/v1/tracks/4yOn1TEcfsKHUJCL2h1r8I,https://api.spotify.com/v1/audio-analysis/4yOn1TEcfsKHUJCL2h1r8I,229507,4,1
56,107,Feel This Moment (feat. Christina Aguilera),4yOn1TEcfsKHUJCL2h1r8I,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,0.668,0.758,7,-3.589,1,0.158,0.0338,0.0,0.204,0.531,135.958,spotify:track:4yOn1TEcfsKHUJCL2h1r8I,https://api.spotify.com/v1/tracks/4yOn1TEcfsKHUJCL2h1r8I,https://api.spotify.com/v1/audio-analysis/4yOn1TEcfsKHUJCL2h1r8I,229507,4,1
57,109,Capsize,3GBlLqIYgB8zWaeWDNJzdh,FRENSHIP,7xEFii6utZmQ61kX59HmLH,0.681,0.708,5,-6.019,0,0.0304,0.042,0.14,0.682,0.356,92.993,spotify:track:3GBlLqIYgB8zWaeWDNJzdh,https://api.spotify.com/v1/tracks/3GBlLqIYgB8zWaeWDNJzdh,https://api.spotify.com/v1/audio-analysis/3GBlLqIYgB8zWaeWDNJzdh,237760,4,1
58,111,Capsize,3GBlLqIYgB8zWaeWDNJzdh,Emily Warren,1oKdM70mJD8VvDOTKeS8t1,0.681,0.708,5,-6.019,0,0.0304,0.042,0.14,0.682,0.356,92.993,spotify:track:3GBlLqIYgB8zWaeWDNJzdh,https://api.spotify.com/v1/tracks/3GBlLqIYgB8zWaeWDNJzdh,https://api.spotify.com/v1/audio-analysis/3GBlLqIYgB8zWaeWDNJzdh,237760,4,1
59,113,Magical,43lwHSTEexXRVVeXZtAtfi,Tungevaag,49CE2ffZ6Z3zeYSDauSKck,0.504,0.912,1,-2.867,1,0.259,0.199,0.0,0.105,0.248,189.983,spotify:track:43lwHSTEexXRVVeXZtAtfi,https://api.spotify.com/v1/tracks/43lwHSTEexXRVVeXZtAtfi,https://api.spotify.com/v1/audio-analysis/43lwHSTEexXRVVeXZtAtfi,218539,4,1
